store_id,product_id,dt,first_category_id,third_category_id,city_id,sale_amount,discount,stock_hour6_22_cnt,holiday_flag,activity_flag,precpt,avg_temperature,stockout_rate,daily_sales,week
768,403,2024-04-29,16,104,3,0.2,1.0,0,0,0,1.5547,19.11,0.0,0.2,18
897,290,2024-04-11,16,105,17,1.2,0.864,12,0,1,1.5568,18.12,0.5833333333333334,1.2,15
366,834,2024-04-17,28,154,12,0.0,1.0,16,0,0,2.8242,20.2,1.0,0.0,16
581,321,2024-05-08,18,109,0,0.2,1.0,0,0,1,0.8283,20.81,0.25,0.2,19
131,374,2024-05-12,18,93,0,0.7,1.0,0,1,0,1.2241,21.12,0.0,0.7,19
423,682,2024-06-22,10,173,0,0.1,0.623,9,1,1,9.0547,27.25,0.625,0.1,25
128,140,2024-04-25,4,10,0,0.4,0.797,0,0,1,3.8265,20.23,0.0,0.4,17
160,578,2024-04-26,4,58,0,0.4,1.0,14,0,0,2.7775,19.96,0.75,0.4,17
282,58,2024-05-12,15,89,0,1.0,1.0,0,1,0,0.6277,22.17,0.0,1.0,19
101,127,2024-05-27,20,172,10,0.0,0.9390000104904175,16,0,0,1.2802,23.39,1.0,0.0,22
200,150,2024-05-08,8,116,0,0.0,1.0,0,0,0,0.8359,20.88,0.0,0.0,19
273,108,2024-06-12,8,113,0,0.0,0.7590000033378601,16,0,1,5.4717,25.77,1.0,0.0,24
485,489,2024-03-31,21,123,16,1.3,1.0,0,1,0,1.8945,17.11,0.0,1.3,13
311,104,2024-03-28,20,2,0,0.7,1.0,0,0,0,3.5933,16.07,0.25,0.7000000000000001,13
259,397,2024-06-05,7,52,0,0.0,1.0,0,0,0,1.5125,24.31,0.0,0.0,23
658,783,2024-05-05,22,56,0,1.4,0.798,8,1,1,2.5023,20.3,0.4166666666666667,1.4000000000000001,18
418,439,2024-04-12,21,16,12,1.2,1.0,1,0,0,4.0705,19.51,0.2916666666666667,1.2000000000000002,15
84,473,2024-03-29,7,46,0,0.3,1.0,0,0,0,2.8258,14.91,0.0,0.30000000000000004,13
816,731,2024-06-25,30,193,13,0.4,1.0,0,0,0,3.633,29.47,0.08333333333333333,0.4,26
394,644,2024-04-08,23,17,0,0.3,0.866,12,0,1,1.5211,16.83,0.7083333333333334,0.30000000000000004,15
109,122,2024-04-22,20,127,0,1.0,1.0,0,0,0,1.2442,17.77,0.0,1.0,17
731,843,2024-05-26,4,167,16,0.2,0.79,0,1,1,1.3748,24.26,0.125,0.2,21
555,344,2024-06-05,16,95,0,0.6,1.0,6,0,0,1.724,24.62,0.5,0.6000000000000001,23
598,41,2024-05-05,4,77,16,0.0,1.0,16,1,0,3.0131,21.26,1.0,0.0,18
295,772,2024-05-23,15,89,16,0.5,1.0,0,0,0,1.7178,25.18,0.20833333333333334,0.5,21
505,267,2024-05-09,21,184,11,20.0,0.0,5,0,0,0.5596,22.4,0.5416666666666666,20.0,19
812,16,2024-06-21,8,113,0,0.6,0.892,0,0,1,5.3057,26.9,0.0,0.6000000000000001,25
145,719,2024-06-18,10,205,0,0.4,1.0,0,0,0,11.5884,25.87,0.0,0.4,25
283,425,2024-05-16,16,104,16,0.1,0.898,0,0,1,1.8474,23.97,0.20833333333333334,0.1,20
405,537,2024-04-30,24,139,0,2.8,1.0,0,0,0,3.1938,19.49,0.0,2.8000000000000003,18
207,215,2024-05-09,4,149,12,1.6,0.755,0,0,1,1.6958,22.37,0.0,1.6,19
560,656,2024-04-08,25,213,11,1.0,1.0,4,0,0,1.92,17.07,0.25,1.0,15
335,17,2024-04-12,20,172,0,0.6,1.0,0,0,0,4.7288,17.38,0.0,0.6000000000000001,15
46,194,2024-05-18,18,109,0,1.2,0.967,6,1,0,1.1044,22.13,0.3333333333333333,1.2,20
303,190,2024-05-20,4,131,12,0.4,1.0,9,0,0,3.4647,23.5,0.5,0.4,21
226,115,2024-05-15,10,181,12,0.18,1.0,0,0,0,1.634,23.12,0.0,0.18,20
655,531,2024-06-13,16,105,13,0.9,1.0,0,0,0,4.18,28.59,0.2916666666666667,0.9,24
667,619,2024-05-26,20,197,6,1.6,1.0,0,1,0,3.9066,22.12,0.0,1.6,21
757,306,2024-04-21,7,51,0,1.0,1.0,0,1,0,1.7194,20.2,0.0,1.0,16
91,677,2024-06-15,7,41,0,0.4,1.0,3,1,0,7.1263,25.73,0.4583333333333333,0.4,24
674,589,2024-05-06,21,184,13,5.5,0.0,9,0,0,5.3395,26.95,0.7083333333333334,5.5,19
93,122,2024-05-04,20,127,0,1.0,0.922,7,1,0,2.7406,21.77,0.5833333333333334,1.0,18
137,416,2024-04-28,24,145,0,0.5,1.0,0,1,0,3.1534,20.66,0.0,0.5,17
829,834,2024-05-27,28,154,0,0.3,1.0,16,0,0,1.6092,22.96,1.0,0.3,22
157,631,2024-04-04,16,103,0,0.9,1.0,6,1,0,0.9548,16.84,0.3333333333333333,0.9,14
156,600,2024-04-11,29,157,16,0.5,1.0,1,0,0,1.6701,18.07,0.041666666666666664,0.5,15
742,116,2024-03-30,10,177,15,1.6,0.85,0,1,1,4.0189,18.13,0.0,1.6,13
626,864,2024-03-31,20,229,13,0.0,1.0,16,1,0,2.6873,24.92,1.0,0.0,13
449,764,2024-05-26,18,111,0,0.8,0.915,0,1,0,0.858,23.29,0.0,0.8,21
481,16,2024-04-06,8,113,0,0.3,1.0,12,1,0,2.4072,17.86,0.7916666666666666,0.30000000000000004,14
689,69,2024-05-07,24,204,13,0.0,1.0,0,0,0,3.675,26.48,0.0,0.0,19
440,41,2024-04-29,4,77,12,0.3,1.0,0,0,0,4.6348,19.92,0.0,0.30000000000000004,18
151,21,2024-06-14,4,81,0,1.1,1.0,0,0,0,6.4871,26.99,0.25,1.1,24
586,220,2024-06-15,8,113,0,0.8,0.886,0,1,1,7.1491,25.8,0.0,0.8,24
260,769,2024-05-01,20,176,0,0.3,0.735,0,1,1,2.5259,19.32,0.0,0.30000000000000004,18
601,363,2024-03-28,4,77,11,0.24,1.0,0,0,0,1.6591,16.6,0.0,0.24000000000000002,13
42,791,2024-04-28,16,104,2,0.4,1.0,12,1,0,17.4887,26.37,0.8333333333333334,0.4,17
554,644,2024-06-11,23,17,0,0.6,0.609,0,0,1,5.7232,25.84,0.0,0.6000000000000001,24
236,4,2024-04-28,29,82,0,1.4,0.786,0,1,1,3.1532,20.66,0.0,1.4,17
444,822,2024-04-20,20,183,12,0.6,1.0,0,1,0,2.8817,20.92,0.0,0.6000000000000001,16
545,314,2024-05-27,16,94,16,3.9,0.862,5,0,1,2.2987,23.46,0.4583333333333333,3.9000000000000004,22
877,117,2024-04-13,4,1,0,7.1,1.0,0,1,0,1.9479,17.69,0.125,7.1000000000000005,15
746,381,2024-04-29,28,7,16,0.7,0.923,0,0,0,1.5129,20.1,0.0,0.7,18
302,293,2024-04-23,16,100,0,0.5,0.942,1,0,0,1.6958,18.81,0.125,0.5,17
239,104,2024-05-26,20,2,0,2.9,0.731,0,1,1,0.8577,22.64,0.0,2.9,21
246,76,2024-05-22,8,113,0,1.4,0.882,5,0,1,1.5348,22.66,0.4583333333333333,1.4,21
189,843,2024-04-20,4,167,0,0.3,0.978,12,1,0,2.6401,19.1,0.5833333333333334,0.30000000000000004,16
879,287,2024-04-13,5,65,4,0.0,0.66,0,1,0,1.961,19.24,0.0,0.0,15
526,489,2024-05-01,21,123,16,1.0,0.687,0,1,1,2.2252,20.36,0.0,1.0,18
856,764,2024-04-08,18,111,0,0.2,1.0,14,0,0,1.4171,17.29,0.6666666666666666,0.2,15
434,779,2024-05-13,20,59,0,0.95,1.0,1,0,0,1.0699,22.57,0.125,0.95,20
559,296,2024-04-19,16,103,16,0.1,0.761,0,0,1,0.8858,19.78,0.0,0.1,16
621,580,2024-04-19,29,60,0,2.1,0.956,6,0,1,1.4904,18.31,0.4583333333333333,2.1,16
186,769,2024-06-16,20,176,0,0.9,0.651,9,1,1,8.0188,26.71,0.7083333333333334,0.9,24
174,635,2024-04-21,16,104,0,1.2,0.701,12,1,1,1.5684,20.2,0.8333333333333334,1.2,16
137,843,2024-06-06,4,167,0,0.2,0.913,0,0,0,0.7998,24.58,0.16666666666666666,0.2,23
484,6,2024-04-19,20,170,12,0.7,0.603,2,0,1,1.4306,20.86,0.4166666666666667,0.7,16
529,191,2024-06-24,4,81,11,2.7,1.0,1,0,0,9.491,26.07,0.2916666666666667,2.7,26
804,4,2024-03-29,29,82,3,0.0,0.8820000290870667,0,0,1,0.4093,14.3,0.0,0.0,13
682,317,2024-05-13,10,72,13,2.0,1.0,0,0,0,8.2488,25.8,0.25,2.0,20
327,620,2024-04-10,25,209,12,0.8,0.946,0,0,0,3.796,19.33,0.0,0.8,15
530,253,2024-04-30,10,83,0,0.7,1.0,14,0,0,3.2037,19.44,0.5833333333333334,0.7,18
95,638,2024-03-28,16,94,0,0.7,0.765,6,0,1,1.3444,15.62,0.5833333333333334,0.7000000000000001,13
734,740,2024-04-01,29,60,5,1.2,1.0,2,0,0,4.9694,16.0,0.3333333333333333,1.2,14
255,677,2024-04-29,7,41,0,0.24,1.0,0,0,0,3.5708,19.29,0.0,0.24,18
18,858,2024-05-21,15,11,0,0.3,1.0,6,0,0,1.7673,23.74,0.5416666666666666,0.30000000000000004,21
226,796,2024-06-06,4,1,12,0.4,1.0,0,0,0,2.5085,25.19,0.041666666666666664,0.4,23
571,41,2024-06-01,4,77,16,1.1,1.0,0,1,0,1.3466,24.4,0.0,1.1,22
274,345,2024-05-06,16,96,0,0.3,0.866,0,0,1,2.0386,20.51,0.0,0.30000000000000004,19
179,486,2024-05-17,20,63,0,2.3,0.675,0,0,1,0.6136,22.8,0.0,2.3000000000000003,20
247,822,2024-06-01,20,183,12,0.8,0.564,0,1,1,4.26,23.23,0.0,0.8,22
160,633,2024-06-03,16,105,0,0.3,0.831,9,0,1,3.3449,24.2,0.6666666666666666,0.30000000000000004,23
558,635,2024-04-17,16,104,12,0.2,0.854,0,0,0,2.8246,18.72,0.0,0.2,16
324,193,2024-05-13,8,114,16,0.1,0.753,0,0,1,1.203,22.89,0.0,0.1,20
754,399,2024-04-23,4,77,3,0.6,1.0,3,0,0,0.5266,19.39,0.20833333333333334,0.6000000000000001,17
235,793,2024-04-16,14,146,0,0.6,0.767,12,0,1,2.5423,18.45,0.7083333333333334,0.6,16
851,631,2024-04-07,16,103,0,0.2,1.0,12,0,0,2.1689,16.28,0.7916666666666666,0.2,14
84,215,2024-04-19,4,149,0,2.7,0.787,8,0,1,1.4901,18.31,0.5833333333333334,2.7,16
302,345,2024-06-15,16,96,0,0.6,1.0,0,1,0,12.235,26.22,0.20833333333333334,0.6000000000000001,24
1,769,2024-05-03,20,176,0,1.2,0.735,0,1,1,2.09,20.49,0.0,1.2,18
402,6,2024-03-31,20,170,0,0.5,1.0,0,1,0,1.2206,15.39,0.0,0.5,13
436,549,2024-04-10,31,230,0,0.0,0.8970000147819519,16,0,1,2.2532,18.01,1.0,0.0,15
816,461,2024-04-24,16,105,13,0.5,0.938,0,0,0,14.7697,25.62,0.20833333333333334,0.5,17
707,296,2024-03-30,16,103,0,0.4,0.851,0,1,1,1.4968,16.52,0.20833333333333334,0.4,13
274,291,2024-06-23,16,98,0,0.7,1.0,5,1,0,10.2567,27.03,0.5,0.7000000000000001,25
166,127,2024-04-27,20,172,0,0.3,1.0,0,1,0,1.5772,20.27,0.0,0.30000000000000004,17
336,763,2024-06-04,18,110,12,0.1,1.0,0,0,0,3.6365,24.49,0.0,0.1,23
301,644,2024-04-16,23,17,0,1.0,0.61,0,0,1,2.6234,18.47,0.0,1.0,16
482,834,2024-03-29,28,154,12,0.1,1.0,16,0,0,5.7307,16.54,0.9166666666666666,0.1,13
152,296,2024-05-26,16,103,0,1.9,0.794,3,1,1,1.0493,22.22,0.375,1.9,21
89,295,2024-03-28,16,106,16,0.0,1.0,16,0,0,1.7451,16.92,1.0,0.0,13
197,834,2024-05-26,28,154,0,3.8,0.996,6,1,0,0.8557,23.15,0.5833333333333334,3.8000000000000003,21
742,76,2024-06-10,8,113,15,1.0,1.0,0,1,0,7.1375,26.41,0.0,1.0,24
822,802,2024-06-15,5,66,0,4.4,0.563,0,1,1,7.1265,25.54,0.0,4.4,24
202,426,2024-05-23,16,103,0,0.8,0.966,0,0,0,1.5206,24.09,0.041666666666666664,0.8,21
379,822,2024-04-27,20,183,12,0.2,1.0,1,1,0,4.9719,20.96,0.2916666666666667,0.2,17
806,746,2024-05-03,27,4,0,0.3,1.0,0,1,0,2.0876,20.49,0.16666666666666666,0.30000000000000004,18
230,548,2024-06-16,11,182,12,0.9,0.987,0,1,0,7.1689,28.05,0.0,0.9000000000000001,24
837,254,2024-05-27,4,156,3,0.0,1.0,16,0,0,1.0186,24.8,1.0,0.0,22
678,379,2024-04-06,29,231,0,0.2,1.0,14,1,0,2.4019,16.72,0.8333333333333334,0.2,14
362,600,2024-04-27,29,157,6,0.7,0.917,7,1,0,4.2788,20.47,0.5416666666666666,0.7000000000000001,17
716,129,2024-06-12,10,181,3,0.3,1.0,0,0,0,1.7576,27.49,0.0,0.30000000000000004,24
890,296,2024-06-20,16,103,0,1.0,0.851,10,0,1,11.1643,27.72,0.75,1.0,25
385,810,2024-05-22,4,168,12,0.3,0.557,7,0,1,1.4846,23.05,0.5416666666666666,0.30000000000000004,21
829,746,2024-04-27,27,4,0,0.6,0.736,0,1,1,1.7406,19.85,0.0,0.6000000000000001,17
755,834,2024-05-30,28,154,3,0.0,1.0,16,0,0,1.1255,25.88,1.0,0.0,22
242,291,2024-05-18,16,98,0,0.0,0.887,0,1,1,1.781,23.61,0.0,0.0,20
365,802,2024-04-29,5,66,16,0.0,1.0,0,0,0,2.4136,20.72,0.25,0.0,18
533,291,2024-03-30,16,98,11,2.2,0.863,2,1,1,1.1177,17.18,0.16666666666666666,2.2,13
449,644,2024-05-19,23,17,0,0.3,1.0,0,1,0,2.2901,24.33,0.0,0.30000000000000004,20
555,580,2024-04-28,29,60,0,2.0,0.962,9,1,1,3.1696,21.28,0.625,2.0,17
418,635,2024-04-11,16,104,12,1.1,0.892,0,0,0,3.3493,19.44,0.0,1.1,15
567,345,2024-04-04,16,96,0,0.6,0.799,0,1,1,1.3031,16.08,0.25,0.6000000000000001,14
329,740,2024-05-01,29,60,12,0.7,1.0,0,1,0,3.5475,20.67,0.20833333333333334,0.7,18
439,31,2024-04-16,31,227,0,0.3,1.0,0,0,0,2.6857,18.93,0.20833333333333334,0.30000000000000004,16
875,635,2024-06-14,16,104,15,0.6599999999999999,0.865,0,0,1,5.452,27.39,0.0,0.66,24
398,118,2024-06-25,4,180,6,1.4,1.0,0,0,0,8.7708,28.35,0.0,1.4,26
812,536,2024-06-01,5,65,0,0.1,1.0,0,1,0,1.9149,24.12,0.0,0.1,22
701,73,2024-04-30,29,231,13,0.4,0.857,5,0,1,9.9308,26.31,0.4166666666666667,0.4,18
537,225,2024-04-10,16,100,6,0.5,0.945,9,0,0,3.0182,17.22,0.7083333333333334,0.5,15
740,135,2024-06-04,4,167,0,0.1,1.0,0,0,0,1.4647,24.67,0.0,0.1,23
202,220,2024-06-25,8,113,0,0.2,1.0,0,0,0,12.4883,28.31,0.0,0.2,26
237,201,2024-06-14,8,113,0,0.6,1.0,0,0,0,6.4891,26.81,0.25,0.6000000000000001,24
155,23,2024-06-20,4,58,0,0.8,0.561,0,0,1,9.7215,27.76,0.125,0.8,25
190,11,2024-05-07,18,86,0,0.3,0.819,0,0,1,0.7695,21.08,0.0,0.30000000000000004,19
640,719,2024-04-28,10,205,0,0.7,1.0,5,1,0,2.683,21.37,0.5416666666666666,0.7000000000000001,17
479,467,2024-04-27,5,65,6,0.3,1.0,0,1,0,4.0758,19.78,0.0,0.30000000000000004,17
